Geo,Year,ElectricityCI
Coos,2020,67.45818462699796
Coos,2025,41.000621792807635
Coos,2030,14.060973129691305
Coos,2035,7.32606096391222
Coos,2040,0.5911487981331359
Coos,2045,0.5911487981331359
Coos,2050,0.5911487981331359
Crook,1990,179.2825975
Crook,1995,179.2825975
Crook,2000,179.2825975
Crook,2005,179.2825975
Crook,2010,175.0616634
Crook,2015,148.5392631
Crook,2020,63.26634640986515
Crook,2025,38.594461787994035
Crook,2030,13.473028353798775
Crook,2035,7.192669995249957
Crook,2040,0.9123116367011398
Crook,2045,0.9123116367011398
Crook,2050,0.9123116367011398
Curry,1990,10.00424361
Curry,1995,10.00424361
Curry,2000,10.00424361
Curry,2005,10.00424361
Curry,2010,10.00424361
Curry,2015,4.440292525
Curry,2020,2.5684213507599996
Curry,2025,2.5684213507599996
Curry,2030,2.5684213507599996
Curry,2035,2.5684213507599996
Curry,2040,2.5684213507599996
Curry,2045,2.5684213507599996
Curry,2050,2.5684213507599996
Deschutes,1990,142.0249799
Deschutes,1995,142.0249799
Deschutes,2000,142.0249799
Deschutes,2005,142.0249799
Deschutes,2010,138.7364313
Deschutes,2015,122.6142019
Deschutes,2020,52.421603293985534
Deschutes,2025,32.18006047314851
Deschutes,2030,11.569694529385185
Deschutes,2035,6.417103043444353
Deschutes,2040,1.2645115575035215
Deschutes,2045,1.2645115575035215
Deschutes,2050,1.2645115575035215
Douglas,1990,202.4788349
Douglas,1995,202.4788349
Douglas,2000,202.4788349
Douglas,2005,202.4788349
Douglas,2010,197.6909097
Douglas,2015,161.0164541
Douglas,2020,68.30813514881388
Douglas,2025,41.50402120764072
Douglas,2030,14.211506896072923
Douglas,2035,7.388378318180971
Douglas,2040,0.565249740289019
Douglas,2045,0.565249740289019
Douglas,2050,0.565249740289019
Gilliam,1990,115.5149943
Gilliam,1995,115.5149943
Gilliam,2000,115.5149943
Gilliam,2005,115.5149943
Gilliam,2010,112.8816354
Gilliam,2015,79.51543162
Gilliam,2020,34.14900517825977
Gilliam,2025,21.27262470255249
Gilliam,2030,8.161622444253188
Gilliam,2035,4.883871879678362
Gilliam,2040,1.606121315103536
Gilliam,2045,1.606121315103536
Gilliam,2050,1.606121315103536
Grant,1990,10.00424361
Grant,1995,10.00424361
Grant,2000,10.00424361
Grant,2005,10.00424361
Grant,2010,10.00424361
Grant,2015,4.166628867
Grant,2020,2.5732482018274396
Grant,2025,2.5732482018274396
Grant,2030,2.5732482018274396
Grant,2035,2.5732482018274396
Grant,2040,2.5732482018274396
Grant,2045,2.5732482018274396
Grant,2050,2.5732482018274396
Harney,1990,10.00424361
Harney,1995,10.00424361
Harney,2000,10.00424361
Harney,2005,10.00424361
Harney,2010,10.00424361
Harney,2015,6.52476191
Harney,2020,3.246438985774565
Harney,2025,3.246438985774565
Harney,2030,3.246438985774565
Harney,2035,3.246438985774565
Harney,2040,3.246438985774565
Harney,2045,3.246438985774565
Harney,2050,3.246438985774565
Hood River,1990,160.181296
Hood River,1995,160.181296
Hood River,2000,160.181296
Hood River,2005,160.181296
Hood River,2010,156.4391545
Hood River,2015,124.4488098
Hood River,2020,52.981717434562185
Hood River,2025,32.42665787786515
Hood River,2030,11.49706257926644
Hood River,2035,6.2646637546167625
Hood River,2040,1.0322649299670832
Hood River,2045,1.0322649299670832
Hood River,2050,1.0322649299670832
Jackson,1990,206.9265653
Jackson,1995,206.9265653
Jackson,2000,206.9265653
Jackson,2005,206.9265653
Jackson,2010,202.0126421
Jackson,2015,185.6099478
Jackson,2020,78.61589303703818
Jackson,2025,47.60898749669754
Jackson,2030,16.037102110952205
Jackson,2035,8.144130764515873
Jackson,2040,0.25115941807953895
Jackson,2045,0.25115941807953895
Jackson,2050,0.25115941807953895
Jefferson,1990,218.1025906
Jefferson,1995,218.1025906
Jefferson,2000,218.1025906
Jefferson,2005,218.1025906
Jefferson,2010,212.9114718
Jefferson,2015,150.5478755
Jefferson,2020,64.0996238788718
Jefferson,2025,39.08448685814437
Jefferson,2030,13.6135465897062
Jefferson,2035,7.245811522596656
Jefferson,2040,0.8780764554871112
Jefferson,2045,0.8780764554871112
Jefferson,2050,0.8780764554871112
Josephine,1990,236.2211074
Josephine,1995,236.2211074
Josephine,2000,236.2211074
Josephine,2005,236.2211074
Josephine,2010,230.5889954
Josephine,2015,205.2734875
Josephine,2020,86.85737710210455
Josephine,2025,52.49016368759898
Josephine,2030,17.49674193067575
Josephine,2035,8.748386491444938
Josephine,2040,3.10522141306884e-05
Josephine,2045,3.10522141306884e-05
Josephine,2050,3.10522141306884e-05
Klamath,1990,253.0796439
Klamath,1995,253.0796439
Klamath,2000,253.0796439
Klamath,2005,253.0796439
Klamath,2010,247.0317384
Klamath,2015,195.9566602
Klamath,2020,82.95246119374515
Klamath,2025,50.17740273230583
Klamath,2030,16.805146738897946
Klamath,2035,8.462082740545972
Klamath,2040,0.11901874219399748
Klamath,2045,0.11901874219399748
Klamath,2050,0.11901874219399748
Lake,1990,128.2281955
Lake,1995,128.2281955
Lake,2000,128.2281955
Lake,2005,128.2281955
Lake,2010,125.2798416
Lake,2015,94.18192653
Lake,2020,40.33109424716649
Lake,2025,24.93422238498402
Lake,2030,9.25680262120285
Lake,2035,5.337447680257555
Lake,2040,1.4180927393122622
Lake,2045,1.4180927393122622
Lake,2050,1.4180927393122622
Lane,1990,20.82747442
Lane,1995,20.82747442
Lane,2000,20.82747442
Lane,2005,20.82747442
Lane,2010,20.56287856
Lane,2015,11.34805145
Lane,2020,9.858025324192882
Lane,2025,8.591106502815686
Lane,2030,7.301103030217468
Lane,2035,6.978602162067914
Lane,2040,6.6561012939183595
Lane,2045,6.6561012939183595
Lane,2050,6.6561012939183595
Lincoln,1990,91.53756908
Lincoln,1995,91.53756908
Lincoln,2000,91.53756908
Lincoln,2005,91.53756908
Lincoln,2010,89.5090008
Lincoln,2015,64.19458914
Lincoln,2020,27.79210074229489
Lincoln,2025,17.541959403806572
Lincoln,2030,7.105049241797287
Lincoln,2035,4.495821701294964
Lincoln,2040,1.886594160792641
Lincoln,2045,1.886594160792641
Lincoln,2050,1.886594160792641
Linn,1990,219.8161638
Linn,1995,219.8161638
Linn,2000,219.8161638
Linn,2005,219.8161638
Linn,2010,214.5872456
Linn,2015,168.7746864
Linn,2020,71.69803494727088
Linn,2025,43.58537924002789
Linn,2030,14.960480095440618
Linn,2035,7.804255309293799
Linn,2040,0.6480305231469793
Linn,2045,0.6480305231469793
Linn,2050,0.6480305231469793
Malheur,1990,10.00424361
Malheur,1995,10.00424361
Malheur,2000,10.00424361
Malheur,2005,10.00424361
Malheur,2010,10.00424361
Malheur,2015,103.1210994
Malheur,2020,31.02011358378736
Malheur,2025,31.02011358378736
Malheur,2030,31.02011358378736
Malheur,2035,31.02011358378736
Malheur,2040,31.02011358378736
Malheur,2045,31.02011358378736
Malheur,2050,31.02011358378736
Marion,1990,181.9159563
Marion,1995,181.9159563
Marion,2000,181.9159563
Marion,2005,181.9159563
Marion,2010,177.1658305
Marion,2015,114.5846172
Marion,2020,52.90693412352788
Marion,2025,32.435717462557925
Marion,2030,10.90464718463575
Marion,2035,5.521879615155204
Marion,2040,0.1391120456746594
Marion,2045,0.1391120456746594
Marion,2050,0.1391120456746594
Morrow,1990,17.08533292
Morrow,1995,17.08533292
Morrow,2000,17.08533292
Morrow,2005,17.08533292
Morrow,2010,16.90893568
Morrow,2015,29.8795732
Morrow,2020,17.706067270542764
Morrow,2025,17.549193650769183
Morrow,2030,17.389461621492845
Morrow,2035,17.349528614173757
Morrow,2040,17.30959560685467
Morrow,2045,17.30959560685467
Morrow,2050,17.30959560685467
Multnomah,1990,187.9890614
Multnomah,1995,187.9890614
Multnomah,2000,187.9890614
Multnomah,2005,187.9890614
Multnomah,2010,183.1633368
Multnomah,2015,131.6896022
Multnomah,2020,59.73047729285924
Multnomah,2025,36.47069200223472
Multnomah,2030,12.158108373853898
Multnomah,2035,6.079962466758693
Multnomah,2040,0.001816559663487973
Multnomah,2045,0.001816559663487973
Multnomah,2050,0.001816559663487973
Polk,1990,132.0711355
Polk,1995,132.0711355
Polk,2000,132.0711355
Polk,2005,132.0711355
Polk,2010,128.9715839
Polk,2015,97.43693008
Polk,2020,42.11424620819468
Polk,2025,26.005750652495937
Polk,2030,9.530070363562832
Polk,2035,5.411150291329556
Polk,2040,1.2922302190962787
Polk,2045,1.2922302190962787
Polk,2050,1.2922302190962787
Sherman,1990,213.8690568
Sherman,1995,213.8690568
Sherman,2000,213.8690568
Sherman,2005,213.8690568
Sherman,2010,208.7913362
Sherman,2015,134.5574178
Sherman,2020,57.21848996984456
Sherman,2025,34.93596725251343
Sherman,2030,12.24743251880468
Sherman,2035,6.575298835377492
Sherman,2040,0.9031651519503022
Sherman,2045,0.9031651519503022
Sherman,2050,0.9031651519503022
Tillamook,1990,11.15082569
Tillamook,1995,11.15082569
Tillamook,2000,11.15082569
Tillamook,2005,11.15082569
Tillamook,2010,11.12562608
Tillamook,2015,4.088436443
Tillamook,2020,2.6329381151019837
Tillamook,2025,2.5988783857703313
Tillamook,2030,2.5641980507936784
Tillamook,2035,2.5555279670495152
Tillamook,2040,2.5468578833053517
Tillamook,2045,2.5468578833053517
Tillamook,2050,2.5468578833053517
Umatilla,1990,139.8578137
Umatilla,1995,139.8578137
Umatilla,2000,139.8578137
Umatilla,2005,139.8578137
Umatilla,2010,136.6196644
Umatilla,2015,104.8708167
Umatilla,2020,45.88290266443016
Umatilla,2025,29.762193652107236
Umatilla,2030,13.347747630983262
Umatilla,2035,9.244136125702267
Umatilla,2040,5.140524620421275
Umatilla,2045,5.140524620421275
Umatilla,2050,5.140524620421275
Union,1990,10.00424361
Union,1995,10.00424361
Union,2000,10.00424361
Union,2005,10.00424361
Union,2010,10.00424361
Union,2015,4.166628867
Union,2020,2.56842135076
Union,2025,2.56842135076
Union,2030,2.56842135076
Union,2035,2.56842135076
Union,2040,2.56842135076
Union,2045,2.56842135076
Union,2050,2.56842135076
Wallowa,1990,258.4597598
Wallowa,1995,258.4597598
Wallowa,2000,258.4597598
Wallowa,2005,258.4597598
Wallowa,2010,252.2732565
Wallowa,2015,202.4062054
Wallowa,2020,85.65660574909218
Wallowa,2025,51.77938248025751
Wallowa,2030,17.28487902716631
Wallowa,2035,8.661253163893504
Wallowa,2040,0.0376273006207005
Wallowa,2045,0.0376273006207005
Wallowa,2050,0.0376273006207005
Wasco,1990,23.46083326
Wasco,1995,23.46083326
Wasco,2000,23.46083326
Wasco,2005,23.46083326
Wasco,2010,23.12063858
Wasco,2015,13.73592957
Wasco,2020,7.558233449622723
Wasco,2025,5.854008304958588
Wasco,2030,4.118730307970492
Wasco,2035,3.684910808723469
Wasco,2040,3.251091309476445
Wasco,2045,3.251091309476445
Wasco,2050,3.251091309476445
Washington,1990,175.7672524
Washington,1995,175.7672524
Washington,2000,175.7672524
Washington,2005,175.7672524
Washington,2010,171.1431247
Washington,2015,107.6155723
Washington,2020,50.406801309106406
Washington,2025,30.953982207171006
Washington,2030,10.387810743446979
Washington,2035,5.246267877515973
Washington,2040,0.10472501158496705
Washington,2045,0.10472501158496705
Washington,2050,0.10472501158496705
Wheeler,1990,10.00424361
Wheeler,1995,10.00424361
Wheeler,2000,10.00424361
Wheeler,2005,10.00424361
Wheeler,2010,10.00424361
Wheeler,2015,4.166628867
Wheeler,2020,2.568421353328421
Wheeler,2025,2.568421353328421
Wheeler,2030,2.568421353328421
Wheeler,2035,2.568421353328421
Wheeler,2040,2.568421353328421
Wheeler,2045,2.568421353328421
Wheeler,2050,2.568421353328421
Yamhill,1990,126.980815
Yamhill,1995,126.980815
Yamhill,2000,126.980815
Yamhill,2005,126.980815
Yamhill,2010,123.717466
Yamhill,2015,111.6230237
Yamhill,2020,52.25976756703945
Yamhill,2025,32.05790141115295
Yamhill,2030,10.699812330489635
Yamhill,2035,5.360290060323809
Yamhill,2040,0.020767790157980873
Yamhill,2045,0.020767790157980873
Yamhill,2050,0.020767790157980873
