Geo,Year,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
Malheur,2040,8899.308487,3034.692482,5632.007667,13578.74369,4869.652098,6233.919827
Marion,2040,93907.32963,32068.02139,59785.18649,139266.4892,50011.934,55124.32494
Morrow,2040,3531.093789,1204.97257,1730.383291,4818.121329,1918.490398,1859.150251
Multnomah,2040,171746.9523,55849.46766,165847.4176,375020.0908,118299.3514,104355.8544
Polk,2040,20379.45226,8020.423079,14461.07495,30986.20855,13318.8868,14589.80821
Sherman,2040,386.3995083,127.5839566,228.1116728,750.0266569,365.1426117,521.6889292
Tillamook,2040,5303.349814,1992.361335,3303.359746,10299.41214,5903.828979,7244.351593
Umatilla,2040,22355.2569,7577.335949,13799.60674,33138.47835,12405.93087,13159.90875
Union,2040,6485.089318,2574.29556,4807.541062,10110.04578,5014.583944,5796.424844
Wallowa,2040,1477.68004,427.9674939,884.2951449,2708.825693,1795.276685,2147.636595
Wasco,2040,6535.868042,2259.385187,3905.380526,10356.70946,5047.891897,5907.732267
Washington,2040,153424.2942,46058.69313,97958.96347,266409.0774,78536.4606,71581.5602
Wheeler,2040,285.9446991,102.9614904,126.8691464,493.1247431,336.5030456,595.4993136
Yamhill,2040,27305.00743,10456.18402,17994.13043,44470.87177,16149.00809,17607.71971
Baker,2045,3678.282964,1359.876425,2182.181279,6995.869512,3762.523971,4948.981452
Benton,2045,18764.32011,13334.48174,29432.75546,38095.28132,16375.92786,15881.5335
Clackamas,2045,102550.7067,36852.9207,57495.65606,186573.666,76582.96159,72576.809
Clatsop,2045,8826.375437,3358.493026,6507.620436,16502.98698,8721.0101,8596.978176
Columbia,2045,13487.99822,4774.839248,7144.928183,24163.49048,10449.74574,10001.67236
Coos,2045,13769.73682,5433.437868,9389.728643,27022.4124,14724.58826,18955.65072
Crook,2045,5458.503618,1783.295118,2804.516915,9306.635501,4623.845663,5800.19312
Curry,2045,3948.260237,1562.339069,2531.531677,8586.453972,6045.745269,8993.824385
Deschutes,2045,41978.48721,13592.87936,25912.71029,77041.60223,31997.89289,33165.08622
Douglas,2045,25367.83005,9660.820615,16167.8019,45993.94965,24018.92409,31344.62451
Gilliam,2045,393.3267352,154.6306692,198.7222403,874.5130904,454.0867149,573.7677038
Grant,2045,1658.298172,611.7416043,903.1324716,3117.32796,1858.701743,2418.654609
Harney,2045,1843.760914,744.6557992,1044.141242,3312.863569,1658.585116,1942.600878
Hood River,2045,6725.468676,2181.0705,3647.686711,11271.70551,3893.281028,3991.440271
Jackson,2045,52747.20362,19165.21869,35913.71307,91414.79245,43396.20883,51082.60823
Jefferson,2045,6390.418761,2179.097936,3558.049413,9807.294329,4065.092555,4811.156948
Josephine,2045,18332.25627,6971.102162,10970.17174,32754.68892,17951.19012,24612.14343
Klamath,2045,17381.62695,6481.94827,11426.58385,29050.99656,13935.84896,15934.16169
Lake,2045,1641.554773,679.7415595,1050.483308,3682.817076,1875.976457,2246.422571
Lane,2045,81676.74769,35123.28725,76737.48733,159545.307,70774.1011,74801.40586
Lincoln,2045,9209.332895,3391.31347,6340.293168,19788.03584,12390.50244,14235.49034
Linn,2045,30369.12988,10149.95875,18227.42766,48321.73661,20478.40944,22936.21522
Malheur,2045,9353.262659,3189.492298,5919.29666,14271.39609,5118.053295,6551.912389
Marion,2045,98697.54722,33703.81277,62834.83185,146370.4798,52563.04526,57936.21952
Morrow,2045,3711.21506,1266.438281,1818.650229,5063.89394,2016.35269,1953.985599
Multnomah,2045,180507.773,58698.3518,174307.3027,394149.8844,124333.8073,109679.0518
Polk,2045,21419.00914,8429.545263,15198.73511,32566.8166,13998.28389,15334.03506
Sherman,2045,406.1097665,134.0920206,239.7476607,788.2855542,383.7685546,548.3003076
Tillamook,2045,5573.873954,2093.991787,3471.864292,10824.78566,6204.983591,7613.88633
Umatilla,2045,23495.59968,7963.856235,14503.52538,34828.87379,13038.75802,13831.19635
Union,2045,6815.894049,2705.610505,5052.773972,10625.75972,5270.378122,6092.100766
Wallowa,2045,1553.056573,449.7981372,929.4030846,2847.003027,1886.853838,2257.187645
Wasco,2045,6869.262998,2374.636538,4104.594182,10885.00573,5305.385116,6209.085986
Washington,2045,161250.4751,48408.14938,102955.8551,279998.6177,82542.60939,75232.93917
Wheeler,2045,300.5307526,108.2135612,133.3407479,518.2790609,353.6680828,625.8757634
Yamhill,2045,28697.83722,10989.55449,18912.01192,46739.33317,16972.7698,18505.89037
Baker,2050,3865.912363,1429.243789,2293.494456,7352.729167,3954.450508,5201.429244
Benton,2050,19721.48902,14014.67432,30934.12179,40038.52352,17211.26476,16691.65132
Clackamas,2050,107781.8234,38732.79003,60428.51236,196090.798,80489.4623,76278.95566
Clatsop,2050,9276.609291,3529.809924,6839.57448,17344.80518,9165.869262,9035.510463
Columbia,2050,14176.02169,5018.404038,7509.391327,25396.07134,10982.7878,10511.85816
Coos,2050,14472.13179,5710.597806,9868.699171,28400.82701,15475.69025,19922.57942
Crook,2050,5736.942161,1874.261091,2947.575463,9781.367444,4859.708262,6096.061262
Curry,2050,4149.661189,1642.034064,2660.665234,9024.449419,6354.139039,9452.599818
Deschutes,2050,44119.81195,14286.25281,27234.51894,80971.49822,33630.107,34856.83893
Douglas,2050,26661.84433,10153.61956,16992.52229,48340.10332,25244.13061,32943.51538
Gilliam,2050,413.3903517,162.5183874,208.8590717,919.1220469,477.249701,603.0356231
Grant,2050,1742.888045,642.9465742,949.2013042,3276.343015,1953.514212,2542.030301
Harney,2050,1937.811251,782.6407288,1097.402939,3481.852905,1743.189626,2041.693046
Hood River,2050,7068.53517,2292.327015,3833.755393,11846.67577,4091.877489,4195.043839
Jackson,2050,55437.84112,20142.83745,37745.67337,96077.86559,45609.85161,53688.33464
Jefferson,2050,6716.394343,2290.25383,3739.545692,10307.5649,4272.453129,5056.574305
Josephine,2050,19267.38558,7326.698433,11529.76075,34425.50725,18866.88123,25867.6101
Klamath,2050,18268.26461,6812.592776,12009.45446,30532.88935,14646.71731,16746.96408
Lake,2050,1725.290564,714.4152105,1104.068514,3870.67776,1971.67011,2361.012699
Lane,2050,85843.08268,36914.92789,80651.8704,167683.7211,74384.29155,78617.02932
Lincoln,2050,9679.101427,3564.30454,6663.71184,20797.42454,13022.54259,14961.64341
Linn,2050,31918.26072,10667.70865,19157.20966,50786.63082,21523.01413,24106.19271
Malheur,2050,9830.373056,3352.18846,6221.240279,14999.38072,5379.12545,6886.125768
Marion,2050,103732.114,35423.04595,66040.03977,153836.8453,55244.28883,60891.54898
Morrow,2050,3900.524326,1331.039361,1911.419668,5322.203423,2119.206941,2053.658502
Multnomah,2050,189715.4835,61692.55766,183198.727,414255.4898,130676.081,115273.7857
Polk,2050,22511.59386,8859.536789,15974.02335,34228.05155,14712.33705,16116.22496
Sherman,2050,426.8254461,140.9320613,251.9772009,828.4960399,403.3446078,576.2691337
Tillamook,2050,5858.197543,2200.806413,3648.964263,11376.95852,6521.500115,8002.271053
Umatilla,2050,24694.1114,8370.09294,15243.35093,36605.49639,13703.86572,14536.72637
Union,2050,7163.573146,2843.623833,5310.516226,11167.78025,5539.220374,6402.859131
Wallowa,2050,1632.278067,472.7423627,976.8119825,2992.228794,1983.102347,2372.3269
Wasco,2050,7219.664448,2495.766867,4313.969737,11440.25042,5576.013076,6525.811773
Washington,2050,169475.8699,50877.4515,108207.6384,294281.3613,86753.11203,79070.57516
Wheeler,2050,315.8608413,113.7335404,140.1424661,544.7165018,371.7087094,657.8017175
Yamhill,2050,30161.71534,11550.13221,19876.7146,49123.50889,17838.55164,19449.87677
