Geo,Year,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
Linn,2040,22762.28792,7607.602994,13661.8322,36218.13618,15348.98938,17191.1654
Malheur,2040,7010.462878,2390.590125,4436.634681,10696.70511,3836.086288,4910.793191
Marion,2040,73975.8431,25261.70139,47095.99978,109707.6873,39397.08431,43424.38901
Morrow,2040,2781.632074,949.2215581,1363.115779,3795.492736,1511.297843,1464.552424
Multnomah,2040,135294.2912,43995.62284,130646.9111,295423.451,93190.74769,82206.7068
Polk,2040,16053.98821,6318.117677,11391.76479,24409.49935,10492.00189,11493.17489
Sherman,2040,304.3876288,100.5047294,179.6958063,590.8362479,287.6424307,410.962366
Tillamook,2040,4177.733253,1569.489944,2602.233747,8113.399658,4650.762916,5706.764518
Umatilla,2040,17610.43556,5969.074165,10870.69079,26104.95778,9772.81751,10366.76635
Union,2040,5108.652879,2027.910762,3787.158092,7964.225616,3950.256881,4566.154915
Wallowa,2040,1164.047868,337.1329619,696.6067415,2133.887368,1414.235788,1691.808599
Wasco,2040,5148.654005,1779.838962,3076.477823,8158.535835,3976.495343,4653.837746
Washington,2040,120860.5501,36282.90433,77167.5325,209864.7271,61867.38468,56388.6364
Wheeler,2040,225.2539848,81.10829142,99.94163506,388.4608237,265.0815075,469.1067669
Yamhill,2040,21509.61968,8236.897284,14174.9422,35032.09223,12721.44031,13870.54573
Baker,2045,2784.628777,1029.488776,1652.011236,5296.193837,2848.40308,3746.605767
Benton,2045,14205.45028,10094.81379,22281.94477,28839.87384,12397.32789,12023.0487
Clackamas,2045,77635.58481,27899.34991,43526.84662,141244.8157,57976.81167,54943.97056
Clatsop,2045,6681.970713,2542.533138,4926.56691,12493.51747,6602.204323,6508.306473
Columbia,2045,10211.0328,3614.772139,5409.038082,18292.86969,7910.936432,7571.724343
Coos,2045,10424.32183,4113.361477,7108.454908,20457.20461,11147.18813,14350.29632
Crook,2045,4132.337398,1350.036131,2123.147834,7045.549591,3500.463075,4391.012011
Curry,2045,2989.013945,1182.762277,1916.485498,6500.339168,4576.906241,6808.73724
Deschutes,2045,31779.63866,10290.43262,19617.10925,58324.02365,24223.87136,25107.4902
Douglas,2045,19204.60993,7313.683954,12239.767,34819.52775,18183.4263,23729.31726
Gilliam,2045,297.7663645,117.0625032,150.4418432,662.0464877,343.7644537,434.3684471
Grant,2045,1255.407715,463.1164302,683.712671,2359.96013,1407.122402,1831.032384
Harney,2045,1395.81151,563.738567,790.4627727,2507.989548,1255.624945,1470.637893
Hood River,2045,5091.488011,1651.170325,2761.466011,8533.197646,2947.392165,3021.70321
Jackson,2045,39932.05051,14508.94887,27188.3267,69205.18736,32852.9189,38671.87551
Jefferson,2045,4837.839871,1649.677004,2693.606469,7424.571269,3077.461364,3642.266302
Josephine,2045,13878.35815,5277.443818,8304.922765,24796.80064,13589.87361,18632.52054
Klamath,2045,13158.68819,4907.131904,8650.447644,21992.93578,10550.07633,12062.89065
Lake,2045,1242.732195,514.5955126,795.2640069,2788.061308,1420.200152,1700.644838
Lane,2045,61833.04119,26589.93812,58093.79473,120783.1092,53579.23806,56628.09233
Lincoln,2045,6971.887059,2567.379718,4799.8925,14980.45,9380.178198,10776.91859
Linn,2045,22990.82312,7683.983937,13798.99809,36581.76917,15503.09446,17363.76607
Malheur,2045,7080.848486,2414.591842,4481.178849,10804.10089,3874.600901,4960.097948
Marion,2045,74718.56649,25515.33089,47568.84739,110809.1612,39792.63419,43860.37335
Morrow,2045,2809.559883,958.7518185,1376.801571,3833.599787,1526.471394,1479.256648
Multnomah,2045,136652.6567,44437.34242,131958.6165,298389.5261,94126.39026,83032.06872
Polk,2045,16215.17153,6381.552084,11506.13902,24654.57268,10597.34243,11608.56729
Sherman,2045,307.443705,101.5138049,181.4999666,596.7682911,290.5303837,415.0884611
Tillamook,2045,4219.67803,1585.247749,2628.360382,8194.858841,4697.456948,5764.060891
Umatilla,2045,17787.24574,6029.004148,10979.8334,26367.05364,9870.93738,10470.84951
Union,2045,5159.944163,2048.271149,3825.181462,8044.187078,3989.917776,4611.999476
Wallowa,2045,1175.735001,340.5178038,703.6007289,2155.311768,1428.434829,1708.794493
Wasco,2045,5200.346903,1797.708687,3107.365907,8240.448189,4016.419675,4700.562649
Washington,2045,122073.9997,36647.18759,77942.30071,211971.7858,62488.53818,56954.78282
Wheeler,2045,227.5155528,81.92262516,100.9450571,392.3610015,267.742947,473.8166364
Yamhill,2045,21725.57798,8319.596392,14317.25975,35383.81724,12849.16459,14009.80712
Baker,2050,2812.586673,1039.824926,1668.597561,5349.368047,2877.001275,3784.221989
Benton,2050,14348.07413,10196.16653,22505.65728,29129.42848,12521.79805,12143.76107
Clackamas,2050,78415.0523,28179.46162,43963.85965,142662.925,58558.9035,55495.61242
Clatsop,2050,6749.058234,2568.060375,4976.030036,12618.95338,6668.490983,6573.650391
Columbia,2050,10313.55239,3651.06474,5463.345257,18476.53157,7990.362867,7647.745062
Coos,2050,10528.98286,4154.659955,7179.824364,20662.59658,11259.10679,14494.37445
Crook,2050,4173.826397,1363.590602,2144.464408,7116.287473,3535.608004,4435.098123
Curry,2050,3019.023885,1194.637305,1935.727165,6565.603094,4622.858747,6877.097508
Deschutes,2050,32098.70878,10393.74939,19814.0666,58909.60152,24467.08096,25359.57142
Douglas,2050,19397.42576,7387.113927,12362.65524,35169.1186,18365.98936,23967.5615
Gilliam,2050,300.7559626,118.2378201,151.9522914,668.6934875,347.2158763,438.7295411
Grant,2050,1268.012109,467.7661562,690.5772009,2383.654319,1421.250024,1849.416096
Harney,2050,1409.82557,569.3985474,798.3990822,2533.169964,1268.23152,1485.403215
Hood River,2050,5142.606959,1667.748208,2789.191351,8618.871634,2976.984218,3052.041352
Jackson,2050,40332.97149,14654.61988,27461.29967,69900.01298,33182.76484,39060.14424
Jefferson,2050,4886.412171,1666.239893,2720.650493,7499.114559,3108.359323,3678.834947
Josephine,2050,14017.69798,5330.429776,8388.304854,25045.76251,13726.31703,18819.59253
Klamath,2050,13290.80247,4956.399901,8737.298831,22213.74662,10655.99994,12184.00304
Lake,2050,1255.209325,519.7620928,803.2485212,2816.053667,1434.459076,1717.719449
Lane,2050,62453.84987,26856.90323,58677.06109,121995.7813,54117.17791,57196.64291
Lincoln,2050,7041.885363,2593.156416,4848.083805,15130.85492,9474.355938,10885.11971
Linn,2050,23221.65282,7761.131751,13937.54114,36949.05306,15658.74677,17538.09968
Malheur,2050,7151.940772,2438.834537,4526.170243,10912.57493,3913.502205,5009.897729
Marion,2050,75468.74688,25771.50686,48046.44242,111921.6941,40192.15543,44300.73501
Morrow,2050,2837.768089,968.3777636,1390.624769,3872.089436,1541.797289,1494.108503
Multnomah,2050,138024.6603,44883.49689,133283.4916,301385.3809,95071.42675,83865.71733
Polk,2050,16377.97315,6445.623378,11621.66158,24902.10657,10703.7406,11725.11824
Sherman,2050,310.5304644,102.5330117,183.3222408,602.7598926,293.447332,419.2559825
Tillamook,2050,4262.043935,1601.163763,2654.749331,8277.13588,4744.619792,5821.932524
Umatilla,2050,17965.83112,6089.535832,11090.0718,26631.78097,9970.042382,10575.97768
Union,2050,5211.750416,2068.835955,3863.58659,8124.951361,4029.97687,4658.304321
Wallowa,2050,1187.539475,343.9366298,710.6649366,2176.951271,1442.776429,1725.950927
Wasco,2050,5252.558803,1815.757826,3138.564109,8323.182948,4056.74485,4747.756675
Washington,2050,123299.6324,37015.12829,78724.84765,214099.9995,63115.92811,57526.6134
Wheeler,2050,229.7998272,82.74513488,101.9585535,396.3003374,270.4311076,478.5737934
Yamhill,2050,21943.70452,8403.125806,14461.00618,35739.0736,12978.17123,14150.46671
